geneID	bh_t14_A	bh_t14_B	bh_t14_C	bh_t72_A	bh_t72_B	bh_t72_C
RUMHYD_03522	67	38	45	17	11	116
RUMHYD_03523	906	1283	1098	152	121	291
RUMHYD_03524	0	7	0	0	7	0
RUMHYD_03525	0	0	0	6	4	84.002
RUMHYD_03526	198	247	205	134	77	298.598
RUMHYD_03527	142	53	75	68	35	167.4
RUMHYD_03528	20	0	0	0	0	0
RUMHYD_03529	751	1432	1009	120	29	166
RUMHYD_03530	0	0	0	3	0	0
RUMHYD_03531	27	13	9	12	7	84
RUMHYD_03532	8	19	7	6	3	6
RUMHYD_03533	9	29	10	0	0	0
RUMHYD_03534	123	351	235	188	69	130
RUMHYD_03535	828	613	604	153	89	198
RUMHYD_03536	0	0	2	0	0	0
RUMHYD_03537	194	78	66	8	1	8
RUMHYD_03538	9	0	0	0	0	5
RUMHYD_03539	366	252	133	42	24	36.256
RUMHYD_03540	9	9	16	3	10	65.744
RUMHYD_03541	43	28	27	6	7	78
RUMHYD_03542	1763	1670	1623	162	71	283
RUMHYD_03543	8292	9914	8238	278	181	343
RUMHYD_03544	291	140	213	34	33	193
RUMHYD_03545	46	144	56	0	0	0
RUMHYD_03546	1551	1723	1521	218	199	304.646
RUMHYD_03547	350	375	313	74	75	165.354
RUMHYD_03548	160	249	129	31	13	29
RUMHYD_03549	197	236	79	26	40	37
RUMHYD_03550	0	0	0	0	0	8
RUMHYD_03551	20	11	15	19	0	15
RUMHYD_03552	109	114	91	24	8	49.104
RUMHYD_03553	346	238	304	77	45	184.896
RUMHYD_03554	36	2	17	0	12	16
RUMHYD_03555	98.019	398	217.666	46.329	30	20.998
RUMHYD_03556	192.981	321	246.334	94.671	37	161.002
RUMHYD_03557	525	300	278	58	89	123
RUMHYD_03558	962	332	326	43	42	62
RUMHYD_03559	0	0	0	0	0	0
RUMHYD_03560	5	0	2	8	14	124
RUMHYD_03561	0	4	0	14	3	107
RUMHYD_03562	0	0	0	0	0	3
RUMHYD_03563	0	0	0	2	0	0
RUMHYD_03564	0	0	6	9	7	129
RUMHYD_03565	0	0	0	1	9	19
RUMHYD_03566	0	0	0	0	0	7
RUMHYD_03567	0	0	0	0	0	0
RUMHYD_03568	0	0	11	0	0	4
RUMHYD_03569	366	222	209	49	33	46
RUMHYD_03570	1029	952	674	197	104	153
RUMHYD_03571	21	0	25	0	0	18
RUMHYD_03572	1001	699	790	37	3	131
RUMHYD_03573	2195	2138.401	1457.089	152.302	63.095	151
RUMHYD_03574	2171	1842.599	1586.911	219.698	181.905	303
RUMHYD_03575	65	46	30	13	3	163
RUMHYD_03576	2	0	2	0	1	2
RUMHYD_03577	910	1305	902	555.846	386.514	407.601
RUMHYD_03578	1154.052	1984	1465.482	473.154	323.488	214.399
RUMHYD_03579	1343.948	1826	1454.518	439	296.998	243
RUMHYD_03580	2122	3311	3809	384	395.899	349.906
RUMHYD_03581	681	1300	1126	333	154.101	309.034
RUMHYD_03582	25	8	11	16	50	128.059
RUMHYD_03583	2568	2956	1947	554	387	428.001
RUMHYD_03584	1277	2255	1514	715	519	443
RUMHYD_03586	552	647	629	32	48	78
RUMHYD_03587	174	506	287	70	27	58
RUMHYD_03588	8	5	13	17	16	195
RUMHYD_03589	0	3	3	2	0	4
RUMHYD_03590	0	14	2	8	0	18
RUMHYD_03592	1470	1784	830	208	204	193
RUMHYD_03593	28	8	23	9	22	69.001
RUMHYD_03594	189	88	104	24	13	71.593
RUMHYD_03595	152	113	63	28	14	115.403
RUMHYD_03596	13	18	40	12	15	33.003
RUMHYD_03597	0	24	32	3	1	44
RUMHYD_03598	145	135	50	8	8	20
RUMHYD_03599	77	49	27	120.281	27	21.061
RUMHYD_03600	18485	12929	11712	5839.929	5610.06	5160.699
RUMHYD_03601	248.017	494.015	228.961	199.133	246.824	181.908
RUMHYD_03602	1159.983	1269.985	802.039	408.656	534.116	445.343
RUMHYD_03603	12123	9723	7797	12398.376	10880	10427.988
RUMHYD_03604	2079	2340	1955	697.624	528	435.006
RUMHYD_03605	222	186	76	456	124	151.994
RUMHYD_03606	53	29	61	89.278	65	85
RUMHYD_03607	15046	8171	5823	7961.722	6266	4076
RUMHYD_03608	385	1180	509	1354	471	580
RUMHYD_03609	1814.788	2982.195	2349.417	2637.166	803.435	1141.6
RUMHYD_03610	27711.046	4154.074	5129.598	14362.979	5000.012	6833.796
RUMHYD_03611	595.166	1895.731	846.985	4534.855	1567.553	2358.603
RUMHYD_03612	1448	1276	833	2740	2105.043	1555.798
RUMHYD_03613	626	476	201	510	116.957	128.202
RUMHYD_03614	93187	107576.059	64323	150259.812	45111	55873.95
RUMHYD_03615	1566	1159.941	187	1406.186	388	399.05
RUMHYD_03616	1270	445	277	606.119	41	98
RUMHYD_03617	3552	1134	890	944.881	107	122
RUMHYD_03618	1117	684	675	347	172	207
RUMHYD_03619	7007	7465	4639	3847	1513	1598
RUMHYD_03620	5501	6703	4990	1459	1049	653
RUMHYD_03621	398	497	314	102	58	250
RUMHYD_03622	0	0	0	0	0	9
RUMHYD_03623	264	111	95	82	53	125.06
RUMHYD_03624	174	288	211	202	33	254.94
RUMHYD_03625	0	0	0	0	0	2
RUMHYD_03626	0	0	0	2	3	40
RUMHYD_03627	0	0	0	0	0	0
RUMHYD_03628	0	3	6	4	11	38.069
RUMHYD_03629	798	716	859	167	82	465.11
RUMHYD_03630	88	27	31	22	4	161.821
RUMHYD_03631	235	359	160	71	34	28
RUMHYD_03632	851	1417	1190	39	47	96.752
RUMHYD_03633	149	1220	901	22	13	66.248
RUMHYD_03634	0	2	0	0	18	32
RUMHYD_03635	92	155	95	17	36	174.335
RUMHYD_03636	20	42	55	40.477	25	264.665
RUMHYD_03637	0	0	0	0	0	3
RUMHYD_03638	0	15	6	9.523	31	198
RUMHYD_03639	28	38	29	15	22	110
RUMHYD_03640	53	110	38	14	7	24
RUMHYD_03641	10	9	11	6	15	102.958
RUMHYD_03642	0	12	0	4	29	288.042
RUMHYD_03643	0	1	0	3	6	120
RUMHYD_03644	0	0	0	0	6	0
RUMHYD_03645	667	504	395	188	78	185
RUMHYD_03646	377	969	546	69	30	73.201
RUMHYD_03647	71	59	31	24	25	150.799
RUMHYD_03648	138	258.223	134	57	63	144
RUMHYD_03649	22	21.777	29	1	4	42
RUMHYD_03650	32	185	134	83	54	51.998
RUMHYD_03651	236	738	381	140	70	98.002
RUMHYD_03652	130	217	330	151.005	74	142
RUMHYD_03653	717	727	1271.254	285.604	240.319	177
RUMHYD_03654	562.944	862.859	739.383	207.994	229.652	159.735
RUMHYD_03655	725.056	1447.141	972.364	519.879	289.484	224.265
RUMHYD_03656	1044	1478	1134	455.518	397.546	285
RUMHYD_03657	457	350	291	116	65	240
RUMHYD_03658	2847	4308	2613	704	360	472
RUMHYD_03659	1168	1167	638	466	244	255
RUMHYD_03660	109	31	27	27	11	78.407
RUMHYD_03661	467	335	377	104	60	117.123
RUMHYD_03662	10	3	7	8.853	2	63.703
RUMHYD_03663	19	56	63	7.147	12	111.767
RUMHYD_03664	11	9	9	13	22	186
RUMHYD_03665	34	16	34	21	15	346
RUMHYD_03666	0	0	0	0	0	6
RUMHYD_03667	108	144	145	40	41	84
RUMHYD_03668	566	605	512	416	226	262
RUMHYD_03669	56	88	180	48.205	31	263.638
RUMHYD_03670	7	25	31	3.795	0	68.362
RUMHYD_03671	517	627	391	138	103	36
RUMHYD_03672	12368	10532	10185	92	58	108
RUMHYD_03674	6014	4791	4066	161	85	193
RUMHYD_03673	14	0	4	0	0	0
RUMHYD_03675	0	0	0	0	0	0
RUMHYD_03676	0	22	11	2	7	21
RUMHYD_03677	56	80	105	21	16	191.153
RUMHYD_03678	0	0	0	7	0	52.847
RUMHYD_03679	99	720	510	15	4	21
RUMHYD_03680	53	8	11	24	31	294
RUMHYD_03681	0	10	6	0	0	0
RUMHYD_03682	29680.178	36567.572	25244.87	888	386	525.448
RUMHYD_03683	32350.822	25735.412	19128.13	1381	821	555.552
RUMHYD_03684	0	2	11	7	4	84.365
RUMHYD_03685	39	9	6	10	29	122.904
RUMHYD_03686	69	75	83	22	19	130.731
RUMHYD_03687	147	242	182	47	36	34
RUMHYD_03688	12405	11528	11062	742	585	550
RUMHYD_03689	18455	30183	25958.318	1866	1536	1269
RUMHYD_03690	0	0	0	0	0	0
RUMHYD_03691	383	908	641	162	88	61
RUMHYD_03692	1687	1577	1204	146	109	193.054
RUMHYD_03693	3067	3006	2594	626	428	476.946
RUMHYD_03694	1535	1492	1107	474	325	440
RUMHYD_03695	11	0	2	0	0	3
RUMHYD_03696	0	0	0	0	0	1
RUMHYD_03697	46	40	18	9	5	14
RUMHYD_03698	72	255	251	34	18	99
RUMHYD_03699	617	478	503	75	77	372
RUMHYD_03700	352	227	153	54	52.007	99
RUMHYD_03701	1702	1968	1302	254	240.993	354.681
RUMHYD_03702	12	32	30	40	41	285.647
RUMHYD_03703	0	15	23	1	2	6
RUMHYD_03704	11	51	24	9	4	42.672
RUMHYD_03705	284	344	234	24	42	158
RUMHYD_03706	39	22	17	13	8	186
RUMHYD_03707	0	0	0	0	0	0
RUMHYD_03708	69	18	40	14.455	20	305
RUMHYD_03709	31	15	6	12.545	17	254
RUMHYD_03710	16	0	1	1	13	91.992
RUMHYD_03711	7	8	19	23	36	194.008
RUMHYD_03712	55	37	9	15	25	155.97
RUMHYD_03713	0	0	0	0	4	18.03
RUMHYD_03714	0	8	0	6	13	52.787
RUMHYD_03715	0	0	0	0	0	0
RUMHYD_03716	0	6	0	7	12	112.001
RUMHYD_03717	0	2	0	11.474	31	403.212
RUMHYD_03718	36	16	23	36.526	39	222.365
RUMHYD_03719	0	5	3	0	0	26.635
RUMHYD_03721	25595	27060	17186	20775	12789	7466
RUMHYD_03722	376	214	176	2	7	34
RUMHYD_03723	114	163	105	8	8	12
RUMHYD_03724	0	0	0	0	0	0
RUMHYD_03725	5533	5141	3300	358	239	194
RUMHYD_03726	2369	1898	1632	313	217	342
RUMHYD_03727	1603	729	950	33	32	97.39
RUMHYD_03728	679	626	556	149	87	118.245
RUMHYD_03729	254	183	71	89	73	145.366
RUMHYD_03730	2452	2725	1217	918	478	475
RUMHYD_03731	1104	1071.591	531.555	189.016	202	248.312
RUMHYD_03732	1151	1005.409	810.445	404.984	319	362.688
RUMHYD_03733	862	862	853	268	260	205.235
RUMHYD_03734	1284	1624	1181	537	415	360.765
RUMHYD_03735	601	284	285	47	56	139.998
RUMHYD_03736	3250	2843	2848	156	143	440.943
RUMHYD_03737	326	100	77	2	4.559	18.076
RUMHYD_03738	0	42	48	10	0	6
RUMHYD_03739	399	242	258	51	61	92
RUMHYD_03740	1666	1906	1200	845	741	548
RUMHYD_03741	0	26	15	6	3	40
RUMHYD_03742	378	932	439	547	336	315.871
RUMHYD_03743	3226	7635	3705	712	393	319.129
RUMHYD_03744	977	1686	1056	409	234	183
RUMHYD_03745	0	0	0	0	0	24
RUMHYD_03746	2710	3046	2064	381	339	160
RUMHYD_03747	743	1168.996	741	227	183	97
RUMHYD_03748	3630	4777.004	3787	627	458	241
RUMHYD_03749	6	4	2	2	3	1
RUMHYD_03750	50	104	76	12	3	56
RUMHYD_03751	34	67	41	8	2	95
RUMHYD_03752	600	498	495	232	112	381.54
RUMHYD_03753	2380	2660	2859	376	166	367.46
RUMHYD_03754	4206	5000	3408	920	741	510
RUMHYD_03755	1191	1319	872	317	303	537
RUMHYD_03756	3810	3508.997	2806.02	409.001	367	509
RUMHYD_03757	938	1930.003	1425.98	338.999	192	215
RUMHYD_03758	43	17	20	8	2	52
RUMHYD_03759	7553	10653	9227	745	387	427
RUMHYD_03760	884	576	558	79	79	256
RUMHYD_03761	1882	1521	1760.141	303.541	232	405.594
RUMHYD_03762	7896	12105	9259.859	742.459	538	500.406
RUMHYD_03763	812.985	1374	785	210.698	115	131.996
RUMHYD_03764	1141.015	6099	5063	329.302	215	164.004
RUMHYD_03765	74	51	72	15	5	87.005
RUMHYD_03766	39	46	18	28	3	165.715
RUMHYD_03767	15	86	23	21	6	181.281
RUMHYD_03768	0	0	0	0	0	0
RUMHYD_03769	0	11	3	0	0	0
RUMHYD_03770	10672	12433	11061	1184	766	648
RUMHYD_03771	495	293	340	145	154	154
RUMHYD_03772	6147	6995	5816	617	480	417.084
RUMHYD_03773	255.036	993.975	698.992	235.29	129.008	91.918
RUMHYD_03774	666.964	481.025	456.008	166.71	121.992	55.998
RUMHYD_03775	94	229.193	109.039	12.827	10	1
RUMHYD_03776	3276	1801	1937	41	38.441	165.108
RUMHYD_03777	1725.238	1969.833	1483.263	358.441	317.974	390.672
RUMHYD_03778	910.762	1863.167	849.737	164.559	159.026	203.011
RUMHYD_03779	10254.625	11635.224	8999.973	492.033	344	376.154
RUMHYD_03780	4031.007	1209.902	1786.509	113.016	112.235	157.184
RUMHYD_03781	2260.369	1313.874	1311.519	79.952	83.765	87.854
RUMHYD_03782	210	572	196	0	0	0
RUMHYD_03783	15	0	0	0	0	0
RUMHYD_03784	4364	5883	2904	902	687	407
RUMHYD_03785	2224	3600	1652	335	252	211.29
RUMHYD_03786	42	21	1	3.595	0	23.71
RUMHYD_03787	1974	1655	1525	203.405	159	291
RUMHYD_03788	6359	5163	4404	745	563.291	642
RUMHYD_03789	396	635	438	171	128.709	206
RUMHYD_03790	9479	12554	9972	448	445	442
RUMHYD_03791	171	36	78	0	0	7
RUMHYD_03792	14990	9803	9138	1152	1062	729
RUMHYD_03793	284	125	157	21.934	25.344	181.746
RUMHYD_03794	3819.302	3638.309	2611.401	634.066	609.804	579.438
RUMHYD_03795	1460.698	1937.691	1743.599	84	95.852	93.816
RUMHYD_03796	3337	3201	1847	88	117	114
RUMHYD_03797	2103	3471	2061	470	492	352
RUMHYD_03798	3351	4414	3191	428.996	284	210
RUMHYD_03799	17041	25457	20638.682	1023.004	757	542.007
RUMHYD_03800	1172	815	819	213	143	119.993
RUMHYD_03801	545	428.961	382.461	60.146	69	99
RUMHYD_03802	1495	1526.039	1204.539	133.393	69	187
RUMHYD_03803	302	647	410	53.841	16	73.041
RUMHYD_03804	2319	2929	1963	501.619	316	287.959
RUMHYD_03805	0	9	4	4	8	36.56
RUMHYD_03806	817	1488	878	273	179	182.656
RUMHYD_03807	2477	6419	3526	326	134	317.784
RUMHYD_03808	637	1245	765	94	79	125
RUMHYD_03809	0	0	0	0	0	7
RUMHYD_03810	2055.226	1564	1416	210	161	305.659
RUMHYD_03811	2080.774	3693	3541	150	190	139.516
RUMHYD_03812	3052	4528	2969	340	243	394.825
RUMHYD_03813	2103	1566	1354	376	204	333
RUMHYD_03814	396	434	405	104	97	175
RUMHYD_03815	239.927	215	88.595	50.537	33	68.682
RUMHYD_03816	848.073	909	690.405	98.463	67	124.318
RUMHYD_03817	0	0	0	0	0	2
RUMHYD_03818	244	456.019	252	50	22	31
RUMHYD_03819	10567	21208.981	11420.694	354	163	132
RUMHYD_03820	136777	73281.999	93096.306	14190	10061	6412
RUMHYD_03821	0	0	0	0	0	2
RUMHYD_03822	210	519	503	68	46	68
RUMHYD_03823	345.178	827	502.195	165	78	74.002
RUMHYD_03824	571.822	578	564.805	152	97	89.998
RUMHYD_03825	98	30	72	11	2	11
RUMHYD_03826	18	56	22	14	7	6
RUMHYD_03827	11	48	41	33.57	10	25
RUMHYD_03828	63	101	50	75.43	28	34
RUMHYD_03829	275	234	227	146	49	313
RUMHYD_03830	2190	2254	2084	297	191	772.833
RUMHYD_03831	0	10	16	0	0	27.208
RUMHYD_03832	663	457	494	81	82	119.959
RUMHYD_03833	1657	1372	1056	259	178	276.334
RUMHYD_03834	3019	3056	2305	500	371	403.666
RUMHYD_03835	1126.146	1112	935	295	191	316.403
RUMHYD_03836	2074.854	2377	2089	297	171	270.597
RUMHYD_03837	11	0	0	0	0	0
RUMHYD_03838	472	1194	725	145.494	89	125.84
RUMHYD_03839	901	965	726	332.506	221	363.16
RUMHYD_03840	3874	27260	7480	120	84	125
RUMHYD_03841	6984	5182	5152	701.051	653	613.435
RUMHYD_03842	848	366	682	78.949	44	48.565
RUMHYD_03843	470	286	308	200	120	176
RUMHYD_03844	156	288	208	13	20	25
RUMHYD_03845	14090	22825	19258	1966	1165	872.251
RUMHYD_03846	2509	3814	2917	1081	835	554.749
RUMHYD_03847	168	122	126	31	7	59
RUMHYD_03848	552	284.977	344	82.73	24	70.011
RUMHYD_03849	68	206.023	148	10.27	19	43.989
RUMHYD_03850	299	105	124	101	48	179
RUMHYD_03851	309	435	240	111	116	242
RUMHYD_03852	152.139	444.97	298.011	45.173	4	5
RUMHYD_03853	26788	54860.42	29596	529	483	341
RUMHYD_03854	105	31	2	1	0	0
RUMHYD_03855	203	220	224	67	26	152.491
RUMHYD_03856	199	118	101	8	0	47.509
RUMHYD_03858	0	25	31	0	0	0
RUMHYD_03857	555	1093	526	142	128	107
RUMHYD_03859	274	103	140	8	0	13
RUMHYD_03860	6787	6595	6599	567	425	411
RUMHYD_03861	1226	2176	1606	296	169	292.34
RUMHYD_03862	643	263	391	152	90	181.66
RUMHYD_03863	22	29	9	14	8	81
RUMHYD_03864	237	230	232	57	28	125
RUMHYD_03865	31	46	46	45	25	320
RUMHYD_03866	0	0	0	0	0	0
RUMHYD_03867	136	130	199	40	38	147.433
RUMHYD_03868	150	116	190	67	60	355.567
RUMHYD_03869	24	40	82	23	9	194.096
RUMHYD_03870	289	361	439	34	42	214.904
RUMHYD_03871	183436	180369	151238	8766	6133	4431
RUMHYD_03872	741	1240	664.423	255.62	205.756	148
RUMHYD_03873	937	1758	1088.577	367.38	201.244	209
RUMHYD_03874	153	147	140	28	44	127
RUMHYD_03876	0	3	0	0	0	7
RUMHYD_03875	140	299	209	39	19	63
RUMHYD_03877	155	330	215	40	36	47
RUMHYD_03878	90	155	129	24	1	88.01
RUMHYD_03879	212	171.09	88	20	15	54.006
RUMHYD_03880	1079	1071.91	1268	812	643	312.984
RUMHYD_03881	1867	1522	1588	271.778	198	368
RUMHYD_03882	505	560	487	77.222	93	141.919
RUMHYD_03883	262	420	392	83	48	128.081
RUMHYD_03884	36.537	51	23.97	4	4	0
RUMHYD_03885	142.463	331	231.03	86	24	93.009
RUMHYD_03886	38	286	264	56	38	101.991
RUMHYD_03887	1056	1760	1373	151	44	54
RUMHYD_03888	27	60	67	86	41	133.837
RUMHYD_03889	0	21	13	12.435	0	10.882
RUMHYD_03890	434	1401	990	279.565	201	368.448
RUMHYD_03891	154	262	257	21	23	125.833
RUMHYD_03892	0	0	0	0	0	0
RUMHYD_03893	3389.951	2412	1807	502.909	473.195	321.379
RUMHYD_03894	6192	5105	4685	489.859	316.808	354.305
RUMHYD_03895	84	42	62	49	32.475	82.483
RUMHYD_03896	286.943	358	154	38.009	17.525	35.432
RUMHYD_03897	17221	15873	10452.408	5531.747	2736.988	3015.093
RUMHYD_03898	0	4	0	1	0	0
RUMHYD_03899	0	0	0	5	1	31.851
RUMHYD_03900	0	7	0	7	4	70.998
RUMHYD_03901	0	0	0	6	16	76.445
RUMHYD_00935	3741	9018	7293	252	199	168
RUMHYD_00936	123	32	81	6	25	59
RUMHYD_00937	207	217	222	105	40	161
RUMHYD_00938	48	15	12	7	3	18
RUMHYD_00939	80	24	29	28	25	113
RUMHYD_00940	0	0	4	3	0	7
RUMHYD_00942	142	285	242	89	26	100.93
RUMHYD_00943	1888	1476	1171	523	182	276.07
RUMHYD_00944	159.057	74	65	37.991	27	144.085
RUMHYD_00945	0	19	8	5	7	32
RUMHYD_00946	0	7	6	1	2	7
RUMHYD_00947	78	178	133	25	17	7
RUMHYD_00948	637	309	193	61	34	157
RUMHYD_00949	70	956	78	889	684	106
RUMHYD_00950	1524	1060	911	291	97	125
RUMHYD_00951	36	5	6	1	11	39
RUMHYD_00952	0	12	4	0	0	9
RUMHYD_00953	4766	8582	5429	803	515	292
RUMHYD_00955	414	579	434	109	84	134.031
RUMHYD_00956	232	255	241	63	32	172.983
RUMHYD_00957	10783	20020	14935	611	507	1068.676
RUMHYD_00958	18967.989	41138	30982	398	329.813	242.693
RUMHYD_00959	9893.011	8688	9844	604.485	547.994	499.193
RUMHYD_00960	649	395	402	123.515	66.312	265.25
RUMHYD_00961	92	237	194	52	33.881	108.174
RUMHYD_00962	138	108	144	51	30	152
RUMHYD_00963	714	896	736	118	135	310.084
RUMHYD_00964	402	434	375	99	80	279.646
RUMHYD_00965	662	598	490	172	120	159.272
RUMHYD_00966	1316	894	888	216	113	275.407
RUMHYD_00967	21	39	22	12	13	60.007
RUMHYD_00968	99	231	205	79	32	148.585
RUMHYD_00969	135	88	83	45	36	129.566
RUMHYD_00970	20526	30059	22870	1971	1233	1250.434
RUMHYD_00971	204	130	107	21	6	12
RUMHYD_00972	25	110	48	25	10	10
RUMHYD_00973	102	84	81	39	44	230.164
RUMHYD_00974	4	8	2	24	3.848	106.836
RUMHYD_00975	57	79	32	17	16.152	125.277
RUMHYD_00976	0	0	0	0	0	25.371
RUMHYD_00977	0	0	0	3	3	45.352
RUMHYD_00978	0	0	5	0	0	2
RUMHYD_00979	13	15	3	0	0	30
RUMHYD_00980	14	59	68	9	32	106
RUMHYD_00981	0	5	7	5	7	59
RUMHYD_00982	26	49	25	17	38	332.152
RUMHYD_00983	144	81	52	46.83	37	404.382
RUMHYD_00984	57	81	42	10.17	19	184.466
RUMHYD_00985	0	0	0	0	0	0
RUMHYD_00986	2538	1751	1381	339	287	459
RUMHYD_00987	0	0	0	1	0	15
RUMHYD_00989	21	43	37	14	14	23
RUMHYD_00988	0	0	7	0	0	0
RUMHYD_00990	0	3	0	0	0	0
RUMHYD_00991	46	18	21	34	23	219
RUMHYD_00992	43	52	72	14	22	98
RUMHYD_00993	0	0	0	8	5	45
RUMHYD_00994	0	0	0	0	0	10
RUMHYD_00995	0	0	0	0	0	8.428
RUMHYD_00996	0	4	2	17	9	38.572
RUMHYD_00997	0	0	0	2	0	12
RUMHYD_00998	0	0	0	0	0	23
RUMHYD_00999	1716	804	1142	39	43	28
RUMHYD_01000	4	0	1	0	0	0
RUMHYD_01001	1233	1133	1345	90	87	217
RUMHYD_01002	60	6	15	15	0	32
RUMHYD_01003	148	138	97	35	42	114.233
RUMHYD_01004	129	132	100	48.001	29	74.951
RUMHYD_01005	39	30	40	25.999	9	32.816
RUMHYD_01006	0	20	0	3	3	12
RUMHYD_01007	0	8	16	8	35	74
RUMHYD_01008	0	2	5	2.082	0	48.224
RUMHYD_01009	8	3	0	9.918	11	75.776
RUMHYD_01010	0	0	0	0	0	2
RUMHYD_01011	5440	10326	7974	2079	928	840
RUMHYD_01012	7	71	48	13	12	0
RUMHYD_01013	189	542.384	415	95.269	60	137
RUMHYD_01014	19	104.41	52.317	10.206	13	42.959
RUMHYD_01015	381	1338.206	991.683	300.355	281	322.041
RUMHYD_01016	247	1192	1113	348.17	188	321
RUMHYD_01017	0	7	4	6	9.452	53
RUMHYD_01018	19	50	89	11	18.548	58.043
RUMHYD_01019	15	80	47	17	20	80
RUMHYD_01020	6714	8078	7762	907.393	531	542.559
RUMHYD_01021	1869	2125	1801	479.24	237	347.441
RUMHYD_01022	4270	6275	5124	568.366	372	445
RUMHYD_01023	2965	3386	3171	798	420.274	567
RUMHYD_01024	7675.297	7269.984	6779.792	1114.999	668.033	733
RUMHYD_01025	13676.562	12069.414	12212.412	1389.399	912.63	867.664
RUMHYD_01026	2247.14	1357.616	1215.796	551.575	360.064	386.336
RUMHYD_01027	130	204	151	61.027	57	56
RUMHYD_01028	0	0	0	0	0	3
RUMHYD_01029	2602	3079	2594	1239	611	645
RUMHYD_01030	64	169	146	45	40	43.16
RUMHYD_01031	0	42	15	45	34	55.817
RUMHYD_01032	1502.787	1079	1072	443	208	187.022
RUMHYD_01033	1945.213	1808	1573.688	686.92	457.867	305
RUMHYD_01034	865	1040.681	1029.312	365.751	249.132	157.625
RUMHYD_01035	1375	1660.319	1254	655.329	357.001	285.375
RUMHYD_01036	8428	15754	14043	2777.107	1813	1151
RUMHYD_01037	1134	1088	971	618.893	446	247
RUMHYD_01038	18	204.745	105	10	3	6
RUMHYD_01039	11	14	38	11	0	67
RUMHYD_01040	223	246	197	104	56	254.473
RUMHYD_01041	376	542	549	315.014	123	401.527
RUMHYD_01042	142	141	196	50.986	21	185.432
RUMHYD_01043	286	219	176	215	90	304.568
RUMHYD_01044	180	605	399	188	104	85
RUMHYD_01045	30	36	6	5	1	10
RUMHYD_01047	391	499	326	98	100	55
RUMHYD_01046	0	0	0	0	0	0
RUMHYD_01048	916	984	645	3476	1145	1109
RUMHYD_01049	20	49	33	23	6	41
RUMHYD_01050	52	68	39	24	39	155
RUMHYD_01051	24	18	9	23	33	284.724
RUMHYD_01052	0	11	2	13	17	85.276
RUMHYD_01053	5	8	5	36	21	226
RUMHYD_01054	0	0	0	5	0	10.91
RUMHYD_01055	15	60	13	26	17	304.09
RUMHYD_01056	33	7	32	60.543	28	151
RUMHYD_01057	0	0	0	11.85	1	163
RUMHYD_01058	0	1	0	3.608	3	36.76
RUMHYD_01059	14	27	14	48	52	475.24
RUMHYD_01060	623	324	256	302	198	344
RUMHYD_01061	10	68	57	98.186	52	47
RUMHYD_01062	144	104	95	132.814	76	199
RUMHYD_01063	66	159	158	210	139	201
RUMHYD_01064	174	43	71	57	30	169
RUMHYD_01065	5	10	10	4	3	3
RUMHYD_01067	0	10	1	1	0	18
RUMHYD_01066	0	0	0	0	0	0
RUMHYD_01068	41	21	45	7	18	52
RUMHYD_01069	78	453	56	13	13	39
RUMHYD_01070	2060	1615	1971	38	23	57
RUMHYD_01071	0	0	0	0	0	0
RUMHYD_01072	0	35	3	6	5	101
RUMHYD_01073	0	34	7	0	0	0
RUMHYD_01074	1129	1844.217	1005	169	141	114
RUMHYD_01075	1985	1489.783	1648	210	209	387
RUMHYD_01076	1719	3119	1801	203	170	87
RUMHYD_01077	443	236	354	141	64	206
RUMHYD_01078	207	517	213	97	50	54
RUMHYD_01079	30	58	29	95	20	65.371
RUMHYD_01080	965	1174	762	434	333	318.629
RUMHYD_01081	671	1441	728	506	302	184
RUMHYD_01082	55	95	41	6	3	110
RUMHYD_01083	12388	8747	9766	399	271	149
RUMHYD_01084	236	552	444	464	187	208
RUMHYD_01085	3524	4235	3381	2185	1611	1133
RUMHYD_01086	0	0	0	0	0	7
RUMHYD_01087	441	245	160	43	18	45
RUMHYD_01088	161	306	166	101	121	219.165
RUMHYD_01089	245	215.016	160	68	56	71.835
RUMHYD_01090	1436	2396	1600	1018	567	670
RUMHYD_01091	451	125	113	16	29	37
RUMHYD_01092	523	131	135	27	39	9
RUMHYD_01093	189	236	195	44	13	25
RUMHYD_01094	4522	7194.366	4900	1442.836	784.74	787
RUMHYD_01095	556	793.634	580	180.164	132.26	81
RUMHYD_01096	8	0	2	1	0	0
RUMHYD_01097	33	54	18	43	14	118
RUMHYD_01098	120	97	92	107	17	256
RUMHYD_01099	1100	1771	1323	1881	955	758
RUMHYD_01100	9	40	36	14	6	62
RUMHYD_01101	9666.947	10551.228	7129	1914.294	1512	1330.382
RUMHYD_01102	2079.003	4216.474	3296.673	586.706	339.736	266.618
RUMHYD_01103	2633.392	2225.298	1757.327	508	295.264	317
RUMHYD_01104	4241.658	5566	4669	895.996	537	459
RUMHYD_01105	115	169	244	45.004	16	14
RUMHYD_01106	4941.272	9809.804	7156	1418	1017.509	781.285
RUMHYD_01107	10553.447	16927.196	12120.933	1317.488	1005.491	864.715
RUMHYD_01108	3518.281	3529	2443.067	882.512	777	563
RUMHYD_01109	1307	3408	1863	1617	1528	998.252
RUMHYD_01110	5083.983	8529	4791	6791.439	6340.179	3813.835
RUMHYD_01111	988.017	1046	700	1411.561	1147.821	1009.913
RUMHYD_01112	2114.67	3090.414	1793.353	1508.069	1421.094	938.298
