	bh_t14_A	bh_t14_B	bh_t14_C	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C
RUMHYD_00400	902.937664304132	1037.57704015666	1020.88829630752	383.28061465459	525.421579637114	532.56524917271	135.786014666811	329.276821157266	243.396585395619
RUMHYD_00401	139.620916609991	71.9951415618908	168.937031239501	100.273564103787	51.7520503251594	142.475391954786	58.7182766126748	5.31091647027848	172.000253679571
RUMHYD_00402	3149.4131309571	2693.46529608015	4083.5531852301	2014.9527365612	3612.37212345998	2603.98420767677	2587.27406324598	2756.36564807453	905.435297671701
RUMHYD_00403	193.128333753939	229.396284388378	173.478349283574	93.6652776442251	212.934008589778	145.163606897329	95.4171994955966	164.638410578633	61.6604683002234
RUMHYD_00404	469.862006795298	377.621575839329	463.214440495407	505.964889360369	716.627628166711	437.282963987015	322.950521369711	541.713479968405	447.849717127938
RUMHYD_00405	3298.2306348887	6654.60975142654	5919.15393864425	4999.88699866505	5626.35649412916	7571.80542149646	2466.16761773234	2713.8783163123	1346.79443918909
RUMHYD_00406	4926.86264420764	5164.59265498388	5900.08040285914	12520.9789400543	12091.8073004006	7995.94600131993	7372.81360717898	8837.36500654339	2862.34384425248
RUMHYD_00407	275.897619648485	297.156417623098	451.407013580818	176.125199987454	205.427986023533	167.565398085188	223.863429585823	260.234907043645	279.094751253643
RUMHYD_00408	1598.53408717546	1467.43038536442	1799.27020906157	362.306488065546	523.84136436001	506.280480845621	983.531133262303	1322.41820109934	1265.66224405722
RUMHYD_00409	1147.90130841627	1436.37365763184	1504.08453619685	643.302320998221	948.129166262462	886.513549940888	910.13328749646	1078.11604346653	1538.26641970031
RUMHYD_00410	551.795239296969	619.017050488022	843.776892588692	529.524867172721	688.578806998113	615.003840744032	601.862335279917	780.704721130936	983.322204998299
RUMHYD_00411	934.707693233351	1324.85177168303	1652.13150443362	409.139126887658	631.691057022365	701.624100003755	561.493520108703	908.16671641762	454.340292738488
RUMHYD_00412	374.55192000764	712.893068406958	885.55701859416	364.605022486263	500.928242842001	488.359047895334	436.717182306769	509.847981146734	360.226946385516
RUMHYD_00413	496.615715367273	859.70669041552	1097.18243944794	399.08303879702	475.249744589059	548.097157729626	337.63009052288	398.318735270886	691.246302523557
RUMHYD_00414	267.537085719743	441.14670074688	507.719357327319	146.53156932072	148.935289867062	206.096478928306	150.465583819979	138.08382822724	201.207843927045
RUMHYD_00415	760.808587515519	1236.62243153365	1540.41508054943	468.613705023715	440.089954673493	575.5766882534	484.425782054567	456.738816443949	694.491590328832
RUMHYD_00416	1040.0504207355	2648.99770864487	2749.31394388156	947.858131743247	994.350463117757	1534.07466054461	1218.404239713	982.519547001518	528.981912259811
RUMHYD_00417	1152.08157538064	1103.92550394899	1079.92543088047	734.09443061655	676.332138600556	994.042147642613	623.88168900967	594.822644671189	850.265404982028
RUMHYD_00418	1886.97250771706	2351.84129102177	2593.09260316546	1248.39150725202	896.772169756579	1511.97155990592	737.648349946727	918.788549358177	558.189502507285
