"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"RUMHYD_00149"	179.210970008422	-0.380355062489122	0.530452467122013	0	1	1
"RUMHYD_00150"	514.691372422377	-0.363170511526476	0.454656435213638	0	1	1
"RUMHYD_00151"	2935.49827413919	-1.03486435463297	0.315292267249053	0	1	1
"RUMHYD_00152"	673.837378154663	-0.766130009044212	0.367829084532955	0	1	1
"RUMHYD_00153"	1487.99272729823	-1.34583397622663	0.274268598120082	0	1	1
"RUMHYD_00154"	2567.73866716401	-1.46351416021079	0.284136623831686	0	1	1
"RUMHYD_00155"	1737.57020599193	-1.19914706365996	0.375048457479297	0	1	1
"RUMHYD_00156"	13573.8135794514	-0.765033207747611	0.393021712469435	0	1	1
"RUMHYD_00157"	62.153038569313	4.79792202030833	1.04532423757461	3.15492734384525	0.00160538078962931	0.0225228422739305
"RUMHYD_00158"	47.74343684033	2.88993961110232	0.747462550450955	1.85954414741414	0.0629500476914993	0.393123047833413
"RUMHYD_00159"	0.940645193470289	4.51178020044163	4.00917363476135	0.751222190610087	0.452518947517962	1
"RUMHYD_00160"	146.505168305257	4.43672349226277	0.586759423832452	5.00498734742324	5.5865700379813e-07	2.9073441572661e-05
"RUMHYD_00161"	948.116584306433	-0.728333862325721	0.459867253198161	0	1	1
"RUMHYD_00162"	2906.60257187892	2.59560177317623	0.422136982383751	2.59537026817577	0.00944890662223878	0.0887344689562123
"RUMHYD_00163"	2994.89527204001	2.14856385620758	0.435913520574618	1.48782688674729	0.136796553121873	0.689874407197386
"RUMHYD_00164"	6592.61664670381	0.392837957080035	0.398939800222697	0	1	1
"RUMHYD_00165"	2869.58654682047	1.71816411003742	0.41710283187711	0.523046341008064	0.600942005141712	1
"RUMHYD_00166"	5089.83698007774	1.73708827478047	0.424882015895721	0.558009673063343	0.576837778892408	1
"RUMHYD_00167"	7584.20169163387	1.47028326116202	0.414056446602326	0	1	1
"RUMHYD_00168"	91.25698032261	0.443780862547651	0.575251285160441	0	1	1
"RUMHYD_00169"	384.207878110355	-0.504719991636138	0.511136432610882	0	1	1
"RUMHYD_00170"	101.712883022104	1.34830215974629	0.846334462849987	0	1	1
"RUMHYD_00171"	782.38829000512	1.36672142810516	0.397585612412973	0	1	1
"RUMHYD_00172"	1312.36730298989	-0.27995250980169	0.287003750023405	0	1	1
"RUMHYD_00173"	100.031691958769	1.08664816684319	0.677140835847604	0	1	1
"RUMHYD_00174"	1609.85109194435	2.99376944002102	0.371302525941103	4.02305218967985	5.74487598562502e-05	0.00140639100040199
"RUMHYD_00175"	127.406378673149	1.37740739920364	0.499388758486558	0	1	1
"RUMHYD_00176"	162.863053688897	2.16315596708864	0.466626043678461	1.42117221289433	0.155266700697694	0.756594569940177
"RUMHYD_00177"	44.0430474674756	1.38967275852827	0.873731696311345	0	1	1
"RUMHYD_00178"	76.589054210947	2.62474993838802	0.793396223973728	1.41763964133168	0.156296000405563	0.759586398858166
"RUMHYD_00179"	677.85193104149	0.999797910412456	0.426470774894378	0	1	1
"RUMHYD_00180"	93.054483828618	0.893877648865144	0.683789944210218	0	1	1
"RUMHYD_00181"	3.76258077388115	6.49433526509129	3.93300182587894	1.26985327904727	0.2041368981489	0.908433441049797
"RUMHYD_00182"	290.223879478461	2.41701192819853	0.441979994957951	2.07478152554342	0.0380067875484661	0.270685599771309
"RUMHYD_00183"	226.278094608468	0.889936884827346	0.401589656811316	0	1	1
"RUMHYD_00184"	128.788129584547	1.14557169431312	0.541987556493017	0	1	1
"RUMHYD_00185"	206.104086722818	3.0191289018108	0.495201191073154	3.06770041994181	0.00215712754079536	0.027970514865754
"RUMHYD_00186"	104.415850168703	-0.327335385950167	0.643419196515678	0	1	1
"RUMHYD_00187"	811.087929467645	1.14265947686277	0.342919862251957	0	1	1
"RUMHYD_00188"	39.3037898804134	1.97775197804853	0.993893092079177	0.480687492302711	0.630738621968286	1
"RUMHYD_00189"	1561.8866017894	-0.579556969060722	0.466268045295789	0	1	1
"RUMHYD_00190"	132.870797142235	0.167366380762803	0.484570814846605	0	1	1
"RUMHYD_00191"	400.27198815155	0.349004460257628	0.480941199613345	0	1	1
"RUMHYD_00192"	267.147749568188	-0.0421725668374087	0.65987001741441	0	1	1
"RUMHYD_00193"	87.4646497074579	-0.662748612986712	0.734559249399975	0	1	1
"RUMHYD_00194"	39.1649340986051	-3.7434260226392	1.02168409165171	-2.19581183750483	0.0281054140336581	0.21404672029292
"RUMHYD_00195"	470.423973091093	0.647485587881487	0.450306348304354	0	1	1
"RUMHYD_00196"	80.1228222867086	1.66969292559819	0.827397203428975	0.205092457280409	0.837499889398064	1
"RUMHYD_00197"	540.564667103332	-1.51543258854627	0.494082679963402	-0.0312348300640907	0.975082263083119	1
"RUMHYD_00198"	513.919827832833	-0.532923373051843	0.476621198632793	0	1	1
"RUMHYD_00199"	382.48032180614	-0.394669404604708	0.370532382152105	0	1	1
"RUMHYD_00200"	1840.59573289265	-1.34672269781402	0.400096546669746	0	1	1
"RUMHYD_00201"	1214.54498836206	-1.20613730892859	0.450633318973954	0	1	1
"RUMHYD_00202"	187.478850661522	1.45729113771591	0.603212478351249	0	1	1
"RUMHYD_00203"	406.91968804037	-0.439110899111274	0.381247551492585	0	1	1
"RUMHYD_00204"	496.187502146831	0.429533160240806	0.3414343588593	0	1	1
"RUMHYD_00205"	185.459044412198	-0.184524199867146	0.536652958397755	0	1	1
"RUMHYD_00206"	86.7700135273227	0.082353907131861	0.611749505418379	0	1	1
"RUMHYD_00207"	52.1608104183423	0.696815397477325	0.817533319986428	0	1	1
"RUMHYD_00208"	104.182047730724	-1.23630950665377	0.597650130298424	0	1	1
"RUMHYD_00209"	187.929548786943	-0.886928211232313	0.423341587398133	0	1	1
"RUMHYD_00210"	330.037513500293	-0.341175723803912	0.565540567344125	0	1	1
"RUMHYD_00211"	180.713297542715	0.946054987272896	0.442184983477576	0	1	1
"RUMHYD_00212"	44.1922909910508	1.17333616188152	0.869110298775671	0	1	1
"RUMHYD_00213"	285.543450135154	0.475643226405977	0.435773637589266	0	1	1
"RUMHYD_00214"	395.663434683221	0.507326292914995	0.405066536292711	0	1	1
"RUMHYD_00215"	1.68991992505999	1.62891043680008	3.8548892786523	0.0334407624919262	0.973323104059159	1
"RUMHYD_00216"	653.492331475814	0.147696664376731	0.384035436513709	0	1	1
"RUMHYD_00217"	104.303470945753	0.359401005573038	0.660321316858058	0	1	1
"RUMHYD_00218"	320.179954378509	1.49406716161127	0.345939514451323	0	1	1
"RUMHYD_00219"	1915.08724989552	-0.864762387722728	0.318008923221121	0	1	1
"RUMHYD_00220"	514.595109624213	0.0290445219880548	0.356220433398431	0	1	1
"RUMHYD_00221"	524.994528748019	-0.936679215339329	0.413815578397332	0	1	1
"RUMHYD_00222"	3079.51559225465	-1.24632408639549	0.287515145366378	0	1	1
"RUMHYD_00223"	1401.2280201923	-0.655503827325643	0.402575056020474	0	1	1
"RUMHYD_00224"	169.530531264467	-1.81234875772218	0.470383906329453	-0.664029431107724	0.506671474461733	1
"RUMHYD_00226"	565.430073509899	1.0975436688305	0.472794690289674	0	1	1
"RUMHYD_00227"	223.804752659114	1.08342649514191	0.544569499110966	0	1	1
"RUMHYD_00228"	11.399074198289	3.60742536819021	2.41981474795687	0.870903597049975	0.383806792597989	1
"RUMHYD_00229"	685.816194388554	-0.115626894114247	0.312412841988499	0	1	1
"RUMHYD_00230"	6.68790263911715	2.10271376418053	2.80398819824987	0.21494875212268	0.829807274439997	1
"RUMHYD_00231"	105.032097783761	-1.36150835169361	0.570365541854456	0	1	1
"RUMHYD_00232"	112.637254168181	0.571435758737861	0.504878555935581	0	1	1
"RUMHYD_00233"	1788.44124146757	-0.378471125915551	0.290629261727863	0	1	1
"RUMHYD_00234"	151.256252703246	-0.300040442436105	0.495980143907332	0	1	1
"RUMHYD_00235"	337.342759501278	0.102176093204851	0.423045135423668	0	1	1
"RUMHYD_00236"	76.2132013721442	-0.0385028266004515	0.613369044145734	0	1	1
"RUMHYD_00237"	7522.73664421622	-2.0385259660338	0.333849973679986	-1.61307775494992	0.106727616067344	0.577068365662827
"RUMHYD_00238"	259.462560965814	-0.523725952426876	0.463562926137124	0	1	1
"RUMHYD_00239"	487.682610784724	-2.0981494382572	0.418938555375128	-1.42777366891333	0.153357014049641	0.751148668815691
"RUMHYD_00240"	103.530502646144	-0.524355392170455	0.665171492869014	0	1	1
"RUMHYD_00242"	13.5797679706003	3.94637726730987	1.89805168799372	1.28888864448983	0.197436802379096	0.893473065838737
"RUMHYD_00241"	1.14915713694239	-2.50250950822023	3.92442555836476	-0.25545382204624	0.798372605295754	1
"RUMHYD_00243"	171.618030356348	0.830981705541086	0.571256525871381	0	1	1
"RUMHYD_00244"	66.4345249799501	1.54118005813788	0.89038325506486	0.0462498119811133	0.963111140704491	1
"RUMHYD_00245"	53.7325025177699	2.0918528052912	1.07238090808514	0.551905391851874	0.581013174058825	1
"RUMHYD_00246"	17.9073838989611	8.74279774243258	2.43845010734134	2.97024643671281	0.00297560939083867	0.0363179426302036
"RUMHYD_00247"	541.638684564006	0.904407561285633	0.343504675606998	0	1	1
"RUMHYD_00248"	1108.9395007733	-0.738468614951367	0.315471005530565	0	1	1
"RUMHYD_00249"	760.042619039201	-0.0715270896449845	0.390982072520331	0	1	1
"RUMHYD_00250"	174.12290187872	0.631999936748735	0.519276353873306	0	1	1
"RUMHYD_00251"	961.281325262386	-1.33326901144677	0.339241515330039	0	1	1
"RUMHYD_00252"	1184.81004630112	-1.61290493705225	0.323923076462322	-0.348554781231791	0.727423580413191	1
"RUMHYD_00253"	345.459890201872	0.0629223900442599	0.371751649391782	0	1	1
"RUMHYD_00254"	46.0649876374812	3.59576058218095	1.30762950070766	1.60271742190489	0.108997055360489	0.584316247254492
"RUMHYD_00255"	67.3107313866714	2.17413205178274	0.83274270717	0.809532219229777	0.41820907796198	1
"RUMHYD_00256"	64.156551792223	4.16533601817807	0.87374033176402	3.05048985526048	0.00228468398505629	0.0295196927310549
"RUMHYD_00257"	51.0370063851151	1.98660146215492	0.783407406448918	0.621134620568145	0.534511051994676	1
"RUMHYD_00258"	207.806004204823	-0.574507753350315	0.458435447932433	0	1	1
"RUMHYD_00259"	3851.72200755822	0.240790216552205	0.390276039692219	0	1	1
"RUMHYD_00260"	5011.24926845273	-0.429370416749508	0.410428749692794	0	1	1
"RUMHYD_00261"	14137.4968975301	-1.54018726584285	0.33916649986807	-0.118488311370615	0.905680756029055	1
"RUMHYD_00262"	4363.11475998367	-3.53751651025806	0.291879758054572	-6.98067082088343	2.9377391938261e-12	3.79576164112634e-10
"RUMHYD_00263"	0.62980499860188	-1.63909934613308	3.93883208199219	-0.0353148708138704	0.971828665532688	1
"RUMHYD_00264"	204.680193935209	0.434713609753546	0.523785224129613	0	1	1
"RUMHYD_00265"	265.545944295155	-0.198783763274546	0.469222329292805	0	1	1
"RUMHYD_00266"	1582.71864391016	-0.622226114774745	0.358339327266564	0	1	1
"RUMHYD_00267"	1652.8541764723	-0.53562569843172	0.306437913041981	0	1	1
"RUMHYD_00268"	3310.75557410914	-1.44248032551822	0.372407973896648	0	1	1
"RUMHYD_00269"	7.59123862057667	6.53160524307084	3.10980430371266	1.61798131061296	0.105666625454498	0.573815718228993
"RUMHYD_00270"	96.5432828367133	2.54309014025236	0.835438414720247	1.24855419845836	0.211828173344401	0.928327678972481
"RUMHYD_00271"	691.879988273691	0.791317083488993	0.444931853048944	0	1	1
"RUMHYD_00272"	573.72831822887	0.0778015134306085	0.330705674214501	0	1	1
"RUMHYD_00273"	668.641083529128	-0.72869920909491	0.327442058026683	0	1	1
"RUMHYD_00274"	46.9867339817042	-0.940226316171649	0.795479327738669	0	1	1
"RUMHYD_00275"	9.01694839476997	-1.14582353780263	2.04339207291876	0	1	1
"RUMHYD_00276"	308.926408355378	-0.492997016994347	0.534999721443908	0	1	1
"RUMHYD_00277"	88.9291040734123	1.96398382343808	0.756759737248092	0.613119066198372	0.539797614208964	1
"RUMHYD_00278"	136.128227839283	2.6531608373963	0.739864694097925	1.5586104413352	0.119088610236319	0.628485947261251
"RUMHYD_00279"	0	NA	NA	NA	NA	NA
"RUMHYD_00280"	675.816605198636	0.215872502475896	0.460167190352864	0	1	1
"RUMHYD_00281"	114.241858162231	1.85403312273196	0.618067238510785	0.572806809150717	0.566775508184906	1
"RUMHYD_00282"	379.772679816987	0.125077024770022	0.39911831875711	0	1	1
"RUMHYD_00283"	294.152677806688	0.725530812536493	0.489567504766196	0	1	1
"RUMHYD_00284"	345.421784411536	0.219117555642519	0.417141611097355	0	1	1
"RUMHYD_00285"	448.841264428861	0.0847114248951195	0.359789401885445	0	1	1
"RUMHYD_00286"	322.375928519904	-0.754542459456239	0.552099637807798	0	1	1
"RUMHYD_00287"	688.392864665635	0.455605626389036	0.435967114761488	0	1	1
"RUMHYD_00288"	51.0631547753747	1.99526259879057	0.717261809241019	0.690490686120099	0.48988566509302	1
"RUMHYD_00289"	813.898338096264	0.662319367258236	0.325137269742352	0	1	1
