"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"RUMHYD_00001"	34.671055176338	1.26205573016323	0.888657950696471	1.4201816673942	0.155554799362176	0.239358995919041
"RUMHYD_00002"	18885.6250186297	1.28122317104641	0.449186827897611	2.85231687902134	0.00434018111288661	0.0119967057427994
"RUMHYD_00004"	18.3259100705387	1.32748511702976	1.31616070013836	1.00860412933634	0.31316452616831	0.421387217272837
"RUMHYD_00005"	24.6493512403184	0.122202081237051	0.950995605687675	0.128499101895098	0.897754008916773	0.926484101652896
"RUMHYD_00007"	0	NA	NA	NA	NA	NA
"RUMHYD_00006"	140.452574840055	0.576264428178575	1.01209086140541	0.569380131916579	0.569098197023834	0.669952560575181
"RUMHYD_00008"	189.721340715189	2.04000363641873	0.944175689726484	2.16061868422994	0.0307248069158678	0.0626619981046321
"RUMHYD_00009"	170.447266160567	-0.0381666534934761	0.95040731209039	-0.0401582069160745	0.96796699678251	0.976246853477789
"RUMHYD_00010"	135.981008315077	2.15105236147772	0.901653720265853	2.38567458119452	0.0170478286864225	0.0383093851303586
"RUMHYD_00011"	108.825819043023	2.00740689510474	0.943535215156374	2.12753786277288	0.0333754188454808	0.0671602428287996
"RUMHYD_00012"	158.633005694387	1.34427466525087	0.861496047207199	1.56039562759312	0.118666417464409	0.191993307501379
"RUMHYD_00013"	279.315116000037	0.33494132161163	0.636506791849375	0.526217985260543	0.598736759212215	0.697447913710308
"RUMHYD_00014"	325.545032217675	-2.72388480755644	0.66532109237455	-4.09409056585718	4.23828634728398e-05	0.000228117751616297
"RUMHYD_00015"	172.581589928119	-3.69832079604095	0.625682187747482	-5.91086156592579	3.40322959036257e-09	7.21369957552696e-08
"RUMHYD_00016"	0.0331878387968287	2.65995879455428	4.08045587181216	0.65187784848485	0.51447997599683	0.618597277285089
"RUMHYD_00017"	819.992190936412	-2.45274028168238	0.484648168765193	-5.06086773820188	4.17352663955802e-07	4.32617191770023e-06
"RUMHYD_00018"	1551.30333889186	-0.841936003760007	0.51062425036381	-1.64883669970657	0.0991810941397106	0.164560364199265
"RUMHYD_00019"	452.974388485405	1.94742095048658	0.543070730619261	3.58594348891892	0.000335861690599975	0.00134522946776402
"RUMHYD_00020"	456.927957719415	-1.68532866958488	0.511411772847076	-3.29544363087792	0.000982664155989232	0.00339834267694534
"RUMHYD_00021"	575.990229099923	0.681362124627332	0.500219638338236	1.36212589911676	0.173158156099475	0.26143486313058
"RUMHYD_00022"	297.518038698481	0.865670509951487	0.515454629636335	1.67943105014351	0.0930680661089714	0.156064805968511
"RUMHYD_00023"	163.925094986754	0.883077583160637	0.729552898474957	1.21043667293572	0.226111376878737	0.322418074438199
"RUMHYD_00024"	135.592374991513	0.0163142758084288	0.583861404826625	0.027942034999339	0.977708382438283	0.98422991647269
"RUMHYD_00025"	224.179777069348	0.631360017838304	0.527372276506392	1.19718090230451	0.231236051908344	0.327990084154203
"RUMHYD_00026"	295.736277284408	-0.476558752825022	0.554284511366244	-0.859772811710655	0.389914289213779	0.496673400811475
"RUMHYD_00027"	65.2181134838458	2.08795604971445	1.16649224947185	1.78994421151088	0.0734628804149483	0.128679409380501
"RUMHYD_00028"	148.630779693844	-0.53193946466899	0.503035192778001	-1.05745974100016	0.290301818954877	0.395561127813922
"RUMHYD_00029"	2.7939896381638	-3.09519137005201	3.5000174382188	-0.884335985373601	0.376514868115261	0.483523007964221
"RUMHYD_00030"	325.490239388305	0.526920375441652	0.598607269513265	0.880243863176098	0.378727216231921	0.485867999606609
"RUMHYD_00031"	365.783461347207	-1.57964141831707	0.447278160819236	-3.53167571478069	0.000412935411848068	0.00159795416297719
"RUMHYD_00032"	3.10724720491293	2.7985217554978	3.07767571917357	0.909297148514813	0.363193295380762	0.473343110007467
"RUMHYD_00033"	2.83150225404718	3.5692590608203	3.12750942523217	1.14124646021021	0.25376737529142	0.354995393955302
"RUMHYD_00034"	5.84162542607797	0.890409892569858	2.08747647135426	0.426548468827626	0.669708237947572	0.75461904783224
"RUMHYD_00035"	929.202425495099	-1.06859618770817	0.391068302133109	-2.73250524749626	0.0062854670213153	0.016400461321869
"RUMHYD_00036"	8774.56144934815	-1.34885354101085	0.413462413106113	-3.2623365468161	0.00110497875014914	0.0037323946502352
"RUMHYD_00037"	457.43599342383	-2.27025012542563	0.645388597646463	-3.51764833420446	0.000435388935564908	0.00166943338809593
"RUMHYD_00038"	360.674365175085	-0.273699418727774	0.364565464860034	-0.750755200668428	0.452799995202876	0.56087143200934
"RUMHYD_00039"	222.407887988573	0.692882993864459	0.684076210036561	1.01287398055756	0.311120358028812	0.419085009226243
"RUMHYD_00040"	620.901943456111	0.00816731175505127	0.411486965136838	0.0198482879095217	0.984164397276694	0.988618815475231
"RUMHYD_00041"	12474.2081977527	-1.50343336113741	0.692812455615565	-2.17004378161996	0.0300035293969601	0.0614233946905755
"RUMHYD_00042"	286.510429741026	-1.91033628512581	0.520039768353304	-3.67344268915213	0.00023930436891294	0.00100433301880815
