lactate	acetate	succinate	butyrate	formate	pH
2.396217084	26.06599863	0.545986661	0.003717077	0.877290741	5.35
2.397251471	26.06243795	0.545986661	0.003717077	0.877290741	5.34
0.641492143	2.143874342	0.545986661	0.003717077	0.877290741	6.57
0.65217387	2.170103684	0.545986661	0.003717077	0.877290741	6.65
0.650507172	2.658606909	0.545986661	0.003717077	0.877290741	6.65
0.980241237	2.916105809	0.545986661	0.003717077	0.877290741	6.56
1.413087935	3.227386447	0.545986661	0.003717077	0.877290741	6.61
1.936052177	3.599067205	0.545986661	0.003717077	0.877290741	6.52
2.531038306	4.453338101	0.545986661	0.003717077	0.877290741	6.47
2.80996648	7.073591734	0.545986661	0.003717077	0.877290741	6.44
2.77285261	12.22791725	0.545986661	0.003717077	0.877290741	6.23
2.771525616	17.31672957	0.545986661	0.003717077	0.877290741	5.73
2.6873875	24.08238489	0.545986661	0.003717077	0.877290741	5.34
2.653969845	24.96097923	0.545986661	0.003717077	0.877290741	5.34
2.69870857	25.31698136	0.545986661	0.003717077	0.877290741	5.39
2.721397749	25.34473011	0.545986661	0.003717077	0.877290741	5.35
2.687773493	25.4032449	0.545986661	0.003717077	0.877290741	5.38
0.160879118	2.350131663	0.351539555	0.003717077	0.707520808	6.61
0.163156034	2.668540103	0.398512785	0.003717077	0.823131532	6.61
0.131580952	4.160890901	1.463258555	0.003717077	1.688075714	6.14
3.806021659	7.412815562	5.221112473	0.003717077	2.308696246	5.3
5.725588442	11.14591786	7.651449879	0.003717077	2.165387884	5.01
6.113431361	12.73828532	8.962416731	0.003717077	2.18236533	4.95
6.164048982	13.05097583	9.768721788	0.003717077	2.109583418	5.04
6.317888532	13.33730474	10.33406321	0.003717077	2.174172341	5
6.183904319	13.54748195	10.36450009	0.003717077	2.156455926	5.01
6.410194752	13.3660972	10.3589327	0.003717077	2.117410588	5.04
6.257237405	13.22412091	10.02697319	0.003717077	2.068692228	5.05
6.29831727	13.30890068	10.50031345	0.003717077	2.083237589	5.09
6.204071402	13.26399335	10.27894783	0.003717077	2.009906951	5.08
6.41964627	13.2234876	10.55967803	0.003717077	2.010727423	5.14
6.41964627	12.9241656	11.0699144	0.003717077	0.511607266	5.13
6.529427558	12.5487662	10.92326249	0.003717077	0.62218626	5.13
6.661186427	12.27057285	10.79245593	0.003717077	0.713315445	5.13
0.163557245	2.372911066	0.349829667	0.003717077	0.731276053	6.61
0.162943136	2.673368821	0.400339302	0.003717077	0.820803473	6.61
0.133846123	4.113512537	1.447998331	0.003717077	1.697342272	6.14
3.281903474	7.296623531	4.877943407	0.003717077	2.326148669	5.3
4.119774264	11.08727775	7.122969115	0.003717077	2.192868672	5.01
5.89635956	12.60030881	8.812043708	0.003717077	2.166825596	4.96
5.576103647	13.0942157	9.529484725	0.003717077	2.122146531	4.99
6.252535396	13.33441659	10.08886732	0.003717077	2.154327434	4.95
6.384247001	13.53210946	10.47853521	0.003717077	2.18846691	4.97
6.343265825	13.34334219	9.952716562	0.003717077	2.187791424	5.01
5.968349742	13.2775329	10.27987333	0.003717077	2.101242091	5.01
6.714810812	13.51396935	10.51153871	0.003717077	2.0487214	5.09
6.058251463	13.23216064	10.3047868	0.003717077	2.005790552	5.08
6.273879826	13.33909655	10.43800275	0.003717077	2.006730659	5.14
6.273879826	12.88604096	11.0559805	0.003717077	0.541834205	5.13
6.674840526	12.49769683	10.98840446	0.003717077	0.621463004	5.13
6.27926608	12.26647092	10.5019823	0.003717077	0.735799754	5.09
0	2.449022579	0.35215969	0.003717077	0.277460268	6.61
0.159133187	2.509717349	0.403545532	0.003717077	0.816092778	6.57
0.13443997	4.202022783	1.492288983	0.003717077	1.719076297	6.14
2.903254976	7.456339083	5.026427436	0.003717077	2.295976833	5.25
4.399104803	11.13676936	7.194054692	0.003717077	2.145670992	5.01
6.3266377	12.72281141	9.273289764	0.003717077	2.225036375	4.96
6.052878001	13.28703536	9.759019532	0.003717077	2.169413142	4.95
5.403957342	13.23530995	9.907527751	0.003717077	2.122159312	4.99
5.912470261	13.41538313	10.30125511	0.003717077	2.144253184	4.97
6.161802661	13.23804503	10.08485246	0.003717077	2.102524132	5.05
6.564029229	13.14860252	10.68627481	0.003717077	2.092563022	5.01
6.171509202	13.10747781	10.22043397	0.003717077	2.017250553	5.05
6.220302466	13.36194149	10.49639849	0.003717077	2.000734676	5.07
6.318632294	13.19825467	10.49792777	0.003717077	0.284158844	5.14
6.318632294	12.89788431	11.13403543	0.003717077	0.544351667	5.13
6.808623824	12.52164475	10.46171638	0.003717077	0.639026733	5.13
6.312908169	12.30188094	10.6484814	0.003717077	0.723182848	5.13
0.278633924	1.921824312	0.453993082	0.003717077	0.693678641	6.65
0.27173759	2.114406243	0.473523686	0.003717077	0.723693495	6.57
0.224411254	3.364609354	1.304456455	0.003717077	1.562741788	6.23
0.738382431	6.771369428	3.908391084	0.003717077	2.593914229	5.47
3.774304078	10.48888589	7.622069172	0.003717077	2.598540175	5.04
4.380420817	12.38933015	7.466965028	0.003717077	1.684629354	4.96
4.647981114	13.00203524	9.711336987	0.003717077	2.626647002	4.92
4.557842356	13.22976518	10.39282839	0.003717077	2.901280559	4.95
4.955946595	13.34589455	10.6470687	0.003717077	2.877841372	4.99
4.972565957	13.32292716	10.71119456	0.003717077	2.827473268	5.08
5.355279369	13.9235815	11.4023455	0.003717077	3.017290415	5.09
5.039817236	13.23004356	10.78235365	0.003717077	2.81701581	5.09
5.144478452	13.33258747	10.68528837	0.003717077	2.808802708	5.12
5.376671299	13.49434548	11.04488254	0.003717077	2.799350936	5.09
5.360071305	13.28324796	10.78371204	0.003717077	2.692116529	5.13
5.331032385	13.11986076	10.75682947	0.003717077	2.572073454	5.09
5.448591845	12.95630998	10.61920849	0.003717077	2.522469671	5.12
0.28059712	1.917643967	0.461311006	0.003717077	0.695387574	6.65
0.277979506	2.084107289	0.477261657	0.003717077	0.739779861	6.57
0.220305801	3.315212685	1.272945722	0.003717077	1.552437907	6.23
1.481063584	6.700302359	4.601268594	0.003717077	2.545528373	5.42
3.039438701	10.52588837	7.184070329	0.003717077	2.63438366	5.09
4.678124057	12.06205615	8.807357196	0.003717077	2.564030062	4.92
4.942752745	12.98610789	9.978293522	0.003717077	2.63157214	4.92
4.936026233	13.31314057	10.45813044	0.003717077	2.881148822	4.96
4.701371703	13.3256565	10.67182635	0.003717077	2.851095783	4.99
4.961035058	13.32084069	10.72949452	0.003717077	2.839999924	5.08
5.023849035	13.28303558	10.77760117	0.003717077	2.875188247	5.04
5.006392202	13.28371098	10.75842033	0.003717077	2.804784574	5.04
5.11599846	13.2515731	10.83385314	0.003717077	2.806599208	5.12
5.14606485	13.16934855	10.76930631	0.003717077	2.752261158	5.09
5.299374985	13.11177224	10.70931091	0.003717077	2.659866276	5.13
5.301642058	13.05842243	10.75916047	0.003717077	2.534459542	5.09
4.687028176	12.93819571	10.51790593	0.003717077	2.51954501	5.12
0.450345471	1.815155365	0.441342451	0.003717077	1.091931784	6.77
0.427544294	1.928799374	0.484765094	0.003717077	1.1007204	6.64
0.449398868	2.46083511	0.758531374	0.003717077	1.27212796	6.55
0.506034636	3.835407813	1.582095944	0.003717077	1.865743211	6.27
0.907855351	5.418841171	2.829020493	0.003717077	2.182910276	5.68
2.217562611	7.91274612	4.467428741	0.003717077	2.335725614	5.26
2.842028308	9.168349264	5.1364848	0.003717077	2.075395394	5.14
3.196975133	10.24260258	5.702596494	0.003717077	1.940080165	5.05
2.887550067	11.65522014	7.136056059	0.003717077	1.813029111	5.21
0.465177398	1.878287318	0.458878652	0.003717077	1.126269172	6.77
0.457967029	2.083556085	0.522625032	0.003717077	1.197632848	6.63
0.430716807	2.395552022	0.724914641	0.003717077	1.23687204	6.55
0.50330806	3.695806801	1.540149039	0.003717077	1.839122094	6.17
0.948809836	5.472412576	2.867854348	0.003717077	2.255006083	5.6
2.213000999	7.748494471	4.346692438	0.003717077	2.345728438	5.26
2.891883881	9.186170819	5.156255229	0.003717077	2.083045622	5.13
3.455375666	10.92549291	6.106989245	0.003717077	2.084169889	5.09
3.031244338	12.01058333	7.362439919	0.003717077	1.864727569	5.2
0.463079818	1.86331496	0.451341011	0.003717077	1.088967847	6.77
0.442261101	1.976949477	0.499572699	0.003717077	1.091805996	6.63
0.443083925	2.429732565	0.74553908	0.003717077	1.230565935	6.55
0.516282749	3.743090322	1.571558642	0.003717077	1.844790137	6.17
0.932388433	5.285559515	2.800632822	0.003717077	2.151529872	5.64
2.246200155	7.779613502	4.376495978	0.003717077	2.342661742	5.25
2.897481017	9.193286319	5.167456686	0.003717077	2.064360852	5.08
3.506378108	11.07179328	6.188182403	0.003717077	2.078333044	5.05
2.536793406	10.08595401	6.143106614	0.003717077	1.552204432	5.25
0.455059281	1.871059249	0.451092133	0.003717077	1.09343993	6.74
0.443241452	1.98636132	0.505640613	0.003717077	1.147318705	6.63
0.428102798	2.381118697	0.716086036	0.003717077	1.219529655	6.51
0.485721359	3.591042263	1.478605301	0.003717077	1.74224093	6.14
0.969176177	5.589541064	2.922572953	0.003717077	2.26786726	5.64
2.23050655	7.765297242	4.353445423	0.003717077	2.351658918	5.26
3.014026643	9.584940218	5.393515962	0.003717077	2.144134478	5.08
3.303927842	10.46566592	5.842322889	0.003717077	1.921261786	5.08
2.901610457	11.4603457	7.058257007	0.003717077	1.780911797	5.21
0.437513766	1.802223573	0.440462698	0.003717077	1.073592657	6.81
0.440423512	1.92628805	0.512093911	0.003717077	1.13562242	6.63
0.445311057	2.442471192	0.780629943	0.003717077	1.29387443	6.52
0.499327598	3.711935822	1.560420442	0.003717077	1.849853574	6.22
1.039457371	5.747071205	3.064819798	0.003717077	2.313216598	5.6
2.29001532	7.859071971	4.423175459	0.003717077	2.353440582	5.22
3.10608004	9.784252648	5.546363282	0.003717077	2.183227678	5.13
3.15633548	9.95719976	5.563103142	0.003717077	1.859941125	5.09
3.216520093	12.56330064	7.834331273	0.003717077	1.966706279	5.21
0.43039698	1.771822254	0.430183843	0.003717077	1.056723224	6.85
0.442400311	1.956546327	0.515269794	0.003717077	1.106092548	6.68
0.441498224	2.456576634	0.789067745	0.003717077	1.302644145	6.56
0.538832926	3.891417105	1.663407825	0.003717077	1.91042103	6.14
1.069436057	5.594511923	3.024292658	0.003717077	2.233270259	5.55
2.184918073	7.329060314	4.117480566	0.003717077	2.175602216	5.22
3.205910191	9.933339772	5.597062325	0.003717077	2.176030415	5.13
3.168066496	9.917094851	5.507539842	0.003717077	1.853580491	5.09
3.051931394	11.62430593	7.232131086	0.003717077	1.80664849	5.24
0.389139477	1.525397626	0.567466142	0.003717077	0.846689358	6.6
0.359449827	1.887513623	0.603336081	0.003717077	0.899064068	6.61
0.577345471	3.726238293	2.196317639	0.003717077	1.923485214	6.15
1.790815164	7.007217061	4.980483445	0.003717077	2.455839205	5.47
3.590222247	10.78995686	7.62916208	0.003717077	2.457646926	5.09
3.760967917	12.74928877	9.633861546	0.003717077	2.354503984	5.04
4.486181949	13.00658031	10.32170006	0.003717077	2.25208367	4.97
4.529702709	12.67230766	9.897771446	0.003717077	2.147636689	4.97
5.158329929	13.31632145	10.5366407	0.003717077	2.242945756	5.01
4.288012211	13.17652443	10.80272453	0.003717077	2.882100243	5.09
4.279599245	13.17966895	10.99144661	0.003717077	2.894503074	5.09
4.150084591	13.0597541	10.9245876	0.003717077	2.793804997	5.09
4.541175955	13.06239447	11.62041816	0.003717077	2.840784778	5.14
4.233926621	13.08599133	11.11845177	0.003717077	2.865819235	5.09
0.379635616	1.592749284	0.560337455	0.003717077	0.808153254	6.6
0.366999456	1.935006667	0.610056449	0.003717077	0.885784823	6.61
0.55124456	3.640880705	2.151089254	0.003717077	1.856204196	6.15
1.727164298	6.888606126	4.970388771	0.003717077	2.437353859	5.42
3.282604685	10.7289299	7.222143619	0.003717077	2.488172428	5.09
3.538364787	13.23899786	9.570090101	0.003717077	2.384742237	5.04
4.23507571	13.20855995	10.12067703	0.003717077	2.190070351	4.97
4.904081483	13.29178707	10.89158286	0.003717077	2.169361651	4.97
4.694307615	12.76242174	10.02602007	0.003717077	2.112692664	5.01
4.282029529	13.14078665	10.83897002	0.003717077	2.847242539	5.14
4.27146714	13.16537652	10.96453891	0.003717077	2.873901388	5.09
4.251347469	13.18210747	11.02454814	0.003717077	2.788981057	5.09
4.013651643	13.08774105	11.02089771	0.003717077	2.837275144	5.14
4.180875444	13.07581252	11.0185478	0.003717077	2.83324381	5.13
0.383628099	1.714871503	0.56562329	0.003717077	0.876584106	6.64
0.36419631	1.900601508	0.530515444	0.003717077	0.899830904	6.65
0.535247003	3.78613306	2.185102125	0.003717077	1.890052861	6.15
1.763324711	7.052154997	5.042207892	0.003717077	2.431451321	5.42
3.5650121	10.73300716	7.673605724	0.003717077	2.526019742	5.04
3.638264654	12.75960821	9.580643069	0.003717077	2.334001819	5
4.60146925	12.82540507	10.66070158	0.003717077	2.325746185	4.97
4.75552964	13.4873265	10.6674207	0.003717077	2.252705519	5.01
4.032116119	13.16870472	10.69046939	0.003717077	2.855665368	5.05
4.294119893	13.1710227	10.98874494	0.003717077	2.874402974	5.14
4.288498335	13.11818088	11.05584639	0.003717077	2.865436865	5.09
4.19553952	13.14633238	10.94038818	0.003717077	2.804580503	5.09
3.950083703	13.10805563	10.99542002	0.003717077	2.853647711	5.14
4.147034525	13.09048187	11.03388975	0.003717077	2.835066825	5.08
0.28054279	1.95028302	0.545986661	0.056422125	0.877290741	6.65
0.286227564	2.171307396	0.545986661	0.095423311	0.877290741	6.61
0.309146402	2.681304757	0.545986661	0.554337091	0.877290741	6.35
0.971717692	4.044883983	0.545986661	1.846877311	0.877290741	6.23
2.622806119	5.666961814	0.545986661	5.279006729	0.877290741	5.68
2.807630002	6.395754902	0.545986661	8.252871573	0.877290741	5.76
2.913186334	6.546286561	0.545986661	8.904463363	0.877290741	5.76
2.819160746	6.444603646	0.545986661	8.969461029	0.877290741	5.72
3.072892558	6.373733649	0.545986661	9.167785355	0.877290741	5.88
3.03222013	6.20785867	0.545986661	9.205341358	0.877290741	5.88
3.211140214	6.418396546	0.545986661	9.143840026	0.877290741	5.85
3.062047407	6.097412791	0.545986661	9.343490452	0.877290741	5.8
3.109660787	6.078283507	0.545986661	9.340741601	0.877290741	5.89
3.786079041	7.065028232	0.545986661	9.409234865	0.877290741	5.89
3.175343654	5.481318506	0.545986661	9.759484883	0.877290741	5.97
3.008666963	4.954729868	0.545986661	10.03486985	0.877290741	5.92
3.329216638	4.772909833	0.545986661	10.37451198	0.877290741	5.92
0.278663525	1.933030216	0.545986661	0.054315034	0.877290741	6.65
0.281812369	2.034142367	0.545986661	0.101338349	0.877290741	6.57
0.330788051	2.758550864	0.545986661	0.630715859	0.877290741	6.4
1.02005452	4.18356268	0.545986661	1.897636669	0.877290741	6.23
2.790896272	5.916234194	0.545986661	5.226270485	0.877290741	5.68
2.864825179	6.697091823	0.545986661	8.376449548	0.877290741	5.76
2.927174996	6.700839521	0.545986661	8.757158167	0.877290741	5.76
3.065063177	6.593250215	0.545986661	8.802347012	0.877290741	5.72
3.124315598	6.529707721	0.545986661	8.997916055	0.877290741	5.88
3.160269646	6.448002643	0.545986661	9.073574708	0.877290741	5.88
3.138059153	6.314177538	0.545986661	9.183460792	0.877290741	5.89
3.127897445	6.272474054	0.545986661	9.15932106	0.877290741	5.85
3.189163531	6.240130009	0.545986661	9.19284474	0.877290741	5.89
3.209817832	6.04025071	0.545986661	9.407268958	0.877290741	5.89
3.16071951	5.77081251	0.545986661	9.524067596	0.877290741	5.93
3.088193919	5.292445529	0.545986661	9.807374805	0.877290741	5.97
3.07065938	4.973790751	0.545986661	10.10592197	0.877290741	5.97
0.614348887	2.143874342	0.545986661	0.095943271	0.877290741	6.61
0.645593086	2.244561379	0.545986661	0.124031743	0.877290741	6.69
0.770863523	3.160829292	0.545986661	0.952427466	0.877290741	6.35
1.529822491	5.498763119	0.545986661	3.825166871	0.877290741	5.97
2.392720322	6.558089777	0.545986661	8.744734129	0.877290741	5.8
2.386194647	6.308380684	0.545986661	9.352011709	0.877290741	5.92
2.397852135	6.197571275	0.545986661	9.591057077	0.877290741	5.92
2.339967751	5.979711636	0.545986661	9.599049143	0.877290741	5.97
2.367039815	5.863293834	0.545986661	9.699691845	0.877290741	5.97
2.413621575	5.698978204	0.545986661	9.881734369	0.877290741	5.85
2.396389559	5.259805877	0.545986661	10.23878192	0.877290741	5.85
2.440821842	4.917760872	0.545986661	10.543627	0.877290741	5.89
2.434176726	4.688396015	0.545986661	10.7251927	0.877290741	5.97
2.71465625	4.350774585	0.545986661	11.03285004	0.877290741	5.98
2.43226982	4.118596204	0.545986661	11.21040087	0.877290741	5.89
0.623073096	2.036395769	0.545986661	0.101500219	0.877290741	6.57
0.627852696	2.232745009	0.545986661	0.14479388	0.877290741	6.65
0.845946778	3.495919412	0.545986661	1.353495629	0.877290741	6.31
1.85944311	6.160376987	0.545986661	5.373341864	0.877290741	5.71
2.154490401	6.932645763	0.545986661	9.183629839	0.877290741	5.85
2.175253305	6.742679807	0.545986661	9.460116368	0.877290741	5.93
2.169391473	6.550186846	0.545986661	9.608006798	0.877290741	5.92
2.164815591	6.353390847	0.545986661	9.575181355	0.877290741	5.93
2.160853517	6.096175835	0.545986661	9.604963951	0.877290741	5.97
2.191382683	5.931262774	0.545986661	9.861293459	0.877290741	5.85
2.184152813	5.458137308	0.545986661	10.21792666	0.877290741	5.85
2.20925779	5.132181813	0.545986661	10.52822443	0.877290741	5.93
2.218824599	4.896914392	0.545986661	10.76378871	0.877290741	5.98
2.213248457	4.545158376	0.545986661	11.02700505	0.877290741	5.94
2.531382563	4.347764468	0.545986661	11.29532679	0.877290741	5.98
0.660105629	2.085680987	0.545986661	0.086776948	0.877290741	6.57
0.63084143	2.195290032	0.545986661	0.145070433	0.877290741	6.69
0.781016412	3.265377868	0.545986661	1.083963111	0.877290741	6.31
1.659402028	5.618472772	0.545986661	4.266035102	0.877290741	5.84
2.350521447	6.720697298	0.545986661	9.306186182	0.877290741	5.85
2.346032264	6.455245482	0.545986661	9.61948454	0.877290741	5.89
2.316856378	6.258966078	0.545986661	9.688923365	0.877290741	5.92
2.336069778	6.148182977	0.545986661	9.630355918	0.877290741	5.94
2.324335967	5.907423396	0.545986661	9.491765832	0.877290741	5.97
2.357712349	5.794692067	0.545986661	9.851545693	0.877290741	5.85
2.383349737	5.36984757	0.545986661	10.22057629	0.877290741	5.85
2.37745424	5.023354116	0.545986661	10.48013882	0.877290741	5.93
2.382395593	4.778985074	0.545986661	10.67750215	0.877290741	5.98
2.385206146	4.449150342	0.545986661	10.98859646	0.877290741	5.98
2.689323689	4.231538476	0.545986661	11.20754177	0.877290741	5.98
0.383381579	1.707691205	0.545986661	0.00074038	0.877290741	6.64
0.380339465	1.884801505	0.545986661	0.050833553	0.877290741	6.65
0.597933504	2.839448524	0.545986661	0.763466818	0.877290741	6.4
1.154429951	5.055125603	0.545986661	3.341179932	0.877290741	5.97
2.16594405	5.965085808	0.545986661	7.456626053	0.877290741	5.68
2.231833481	6.187081069	0.545986661	9.285499051	0.877290741	5.85
2.130522425	6.42012905	0.545986661	9.508277317	0.877290741	5.81
1.552092473	5.885853206	0.545986661	9.548506836	0.877290741	5.81
1.240510213	6.703032176	0.545986661	9.61016766	0.877290741	5.77
0.745138766	6.666918908	0.545986661	9.760360437	0.877290741	5.8
0.311348024	6.520099551	0.545986661	9.957367298	0.877290741	5.81
0.35375	6.373443782	0.545986661	10.08360133	0.877290741	5.76
0.408356128	6.13265885	0.545986661	10.41988366	0.877290741	5.89
0.238665853	6.013632727	0.545986661	10.59236124	0.877290741	5.8
0.388300133	1.708219877	0.545986661	0.002632639	0.877290741	6.64
0.372565798	1.863922857	0.545986661	0.036919436	0.877290741	6.65
0.631673068	3.086516291	0.545986661	0.883954	0.877290741	6.44
1.315384658	5.409095797	0.545986661	3.814018265	0.877290741	5.89
2.394539187	6.341442698	0.545986661	8.146408692	0.877290741	5.76
2.192904529	6.327017768	0.545986661	9.096020295	0.877290741	5.85
2.024307504	6.740803806	0.545986661	9.081616386	0.877290741	5.8
1.504165409	6.949469985	0.545986661	9.548506836	0.877290741	5.77
